administrative_area_level_1,administrative_area_level_2,administrative_area_level_3
Colombia,Bolívar,Soplaviento
Colombia,Santander,Barichara
Colombia,Valle del Cauca,Ginebra
Colombia,Cundinamarca,Villeta
Colombia,Cundinamarca,Cucunubá
Colombia,Tolima,Alvarado
Colombia,Norte de Santander,Toledo
Colombia,Cundinamarca,Villagómez
Colombia,Cauca,Totoró
Colombia,Valle del Cauca,Restrepo
Colombia,Norte de Santander,Cáchira
Colombia,Boyacá,La Victoria
Colombia,Santander,Guadalupe
Colombia,Bolívar,Santa Rosa
Colombia,Magdalena,Pijiño del Carmen
Colombia,Risaralda,Quinchía
Colombia,Nariño,Buesaco
Colombia,Cundinamarca,Guataquí
Colombia,La Guajira,Urumita
Colombia,Santander,Palmas del Socorro
Colombia,Amazonas,El Encanto
Colombia,Casanare,Paz de Ariporo
Colombia,Magdalena,Sitionuevo
Colombia,Santander,San Gil
Colombia,Caldas,Villamaría
Colombia,Antioquia,Olaya
Colombia,Santander,Albania
Colombia,Tolima,Villarrica
Colombia,Guaviare,El Retorno
Colombia,Nariño,Contadero
Colombia,Tolima,Cunday
Colombia,Bolívar,Cantagallo
Colombia,Tolima,Roncesvalles
Colombia,Cundinamarca,Fómeque
Colombia,Antioquia,Toledo
Colombia,Bolívar,Barranco de Loba
Colombia,Cundinamarca,Subachoque
Colombia,Caldas,Belalcázar
Colombia,Cesar,San Alberto
Colombia,Caldas,Victoria
Colombia,Santander,Vélez
Colombia,Norte de Santander,El Zulia
Colombia,Magdalena,Pivijay
Colombia,Caldas,La Merced
Colombia,Antioquia,Rionegro
Colombia,Casanare,Villanueva
Colombia,Santander,Charta
Colombia,Bolívar,San Pablo
Colombia,Córdoba,Planeta Rica
Colombia,Valle del Cauca,Riofrío
Colombia,Magdalena,Plato
Colombia,Boyacá,El Espino
Colombia,Sucre,Morroa
Colombia,Boyacá,Pachavita
Colombia,Antioquia,El Carmen de Viboral
Colombia,La Guajira,El Molino
Colombia,Antioquia,Guadalupe
Colombia,Putumayo,San Miguel de Mocoa
Colombia,Santander,San Andrés de Cuerquia
Colombia,Cesar,González
Colombia,Tolima,Dolores
Colombia,Cundinamarca,Madrid
Colombia,Cundinamarca,Facatativá
Colombia,Cundinamarca,Paratebueno
Colombia,Huila,Palestina
Colombia,Boyacá,Corrales
Colombia,Meta,San Luis de Cubarral
Colombia,Antioquia,Liborina
Colombia,Cesar,Río de Oro
Colombia,Chocó,Lloró
Colombia,Cundinamarca,
Colombia,Cundinamarca,Medina
Colombia,Amazonas,Tarapacá
Colombia,Valle del Cauca,
Colombia,Santander,San Miguel
Colombia,Caquetá,El Paujíl
Colombia,Cundinamarca,Funza
Colombia,Cundinamarca,La Mesa
Colombia,Cesar,Becerril
Colombia,Antioquia,Ebéjico
Colombia,Casanare,Chámeza
Colombia,Córdoba,Moñitos
Colombia,Antioquia,Anorí
Colombia,Cundinamarca,Beltrán
Colombia,Valle del Cauca,Cartago
Colombia,Casanare,Sácama
Colombia,Risaralda,Belén de Umbría
Colombia,Cundinamarca,Nemocón
Colombia,Boyacá,Siachoque
Colombia,Córdoba,Valencia
Colombia,Cauca,Cajibío
Colombia,Antioquia,Marinilla
Colombia,Caldas,La Dorada
Colombia,Córdoba,Cotorra
Colombia,Boyacá,El Cocuy
Colombia,Antioquia,Anzá
Colombia,Valle del Cauca,El Águila
Colombia,Caquetá,Solano
Colombia,Quindio,Córdoba
Colombia,Tolima,Prado
Colombia,Tolima,Ataco
Colombia,Santander,San Joaquín
Colombia,Nariño,Arboleda
Colombia,Norte de Santander,Lourdes
Colombia,Boyacá,Caldas
Colombia,Cundinamarca,Une
Colombia,La Guajira,Maicao
Colombia,Norte de Santander,Pamplona
Colombia,Boyacá,Tutazá
Colombia,Bolívar,San Fernando
Colombia,Valle del Cauca,Versalles
Colombia,Nariño,Francisco Pizarro
Colombia,Cauca,Guapí
Colombia,Nariño,Sapuyes
Colombia,Valle del Cauca,Andalucía
Colombia,Antioquia,Amalfi
Colombia,Casanare,Maní
Colombia,Tolima,Rioblanco
Colombia,Nariño,Barbacoas
Colombia,Caldas,Risaralda
Colombia,Cundinamarca,San Bernardo
Colombia,Nariño,Cuaspud
Colombia,Magdalena,Salamina
Colombia,Antioquia,Jericó
Colombia,Córdoba,San Bernardo del Viento
Colombia,Guaviare,Calamar
Colombia,Magdalena,San Sebastián de Buenavista
Colombia,Huila,Hobo
Colombia,Nariño,
Colombia,Nariño,Guaitarilla
Colombia,Santander,Pinchote
Colombia,Antioquia,Yarumal
Colombia,Antioquia,Sabaneta
Colombia,Bolívar,San Jacinto
Colombia,Cundinamarca,Cota
Colombia,Cauca,López de Micay
Colombia,Norte de Santander,Tibú
Colombia,Cundinamarca,Ubaque
Colombia,Boyacá,Jericó
Colombia,Valle del Cauca,Sevilla
Colombia,Boyacá,Pauna
Colombia,Boyacá,Campohermoso
Colombia,Norte de Santander,El Carmen
Colombia,Antioquia,Nariño
Colombia,Boyacá,Turmequé
Colombia,Cundinamarca,Sasaima
Colombia,Santander,Guaca
Colombia,Magdalena,Santa Bárbara de Pinto
Colombia,Boyacá,San José de Pare
Colombia,Córdoba,Buenavista
Colombia,Boyacá,Soracá
Colombia,Nariño,Santa Bárbara
Colombia,Valle del Cauca,Pradera
Colombia,Tolima,Anzoátegui
Colombia,Boyacá,Chivatá
Colombia,Cundinamarca,San Antonio del Tequendama
Colombia,Santander,El Guacamayo
Colombia,Antioquia,Itagüí
Colombia,Cesar,El Copey
Colombia,Boyacá,Mongua
Colombia,Antioquia,San Pedro de los Milagros
Colombia,Cundinamarca,Simijaca
Colombia,Tolima,Piedras
Colombia,Huila,Paicol
Colombia,Boyacá,Belén
Colombia,Cundinamarca,Paime
Colombia,Antioquia,San Luis
Colombia,Santander,Simacota
Colombia,Antioquia,Entrerríos
Colombia,Bolívar,Montecristo
Colombia,Arauca,Tame
Colombia,Caldas,
Colombia,Tolima,San Sebastian de Mariquita
Colombia,Boyacá,Chita
Colombia,Cundinamarca,El Colegio
Colombia,Cauca,Villa Rica
Colombia,Antioquia,Jardín
Colombia,Santander,Los Santos
Colombia,Sucre,San Juan de Betulia
Colombia,Bolívar,Cartagena de Indias
Colombia,Tolima,Herveo
Colombia,Cauca,Buenos Aires
Colombia,Boyacá,San Eduardo
Colombia,Atlántico,Juan de Acosta
Colombia,Boyacá,Susacón
Colombia,Casanare,San Luis de Palenque
Colombia,Atlántico,Santo Tomás
Colombia,Antioquia,Cocorná
Colombia,Bolívar,El Guamo
Colombia,Boyacá,Santa Rosa de Viterbo
Colombia,Chocó,Novita
Colombia,Cundinamarca,Cáqueza
Colombia,Caquetá,
Colombia,Casanare,Nunchía
Colombia,Putumayo,Santiago
Colombia,Nariño,Taminango
Colombia,Cesar,Curumaní
Colombia,Meta,
Colombia,Antioquia,San Vicente
Colombia,Caquetá,Solita
Colombia,Boyacá,Boavita
Colombia,Vaupés,Papunahua
Colombia,Santander,El Playón
Colombia,Cesar,Chimichagua
Colombia,Valle del Cauca,La Cumbre
Colombia,Casanare,Hato Corozal
Colombia,Chocó,Juradó
Colombia,Guainía,Puerto Colombia
Colombia,Vichada,La Primavera
Colombia,Santander,Sabana de Torres
Colombia,Magdalena,Algarrobo
Colombia,Antioquia,Caldas
Colombia,Antioquia,San Roque
Colombia,Santander,Socorro
Colombia,Cauca,Guachené
Colombia,Nariño,Providencia
Colombia,Antioquia,El Santuario
Colombia,Boyacá,Gachantivá
Colombia,Antioquia,Betulia
Colombia,Vichada,Santa Rosalía
Colombia,Cauca,Bolívar
Colombia,Chocó,Nuquí
Colombia,Huila,Pitalito
Colombia,Santander,Aratoca
Colombia,Caldas,Salamina
Colombia,Antioquia,Yondó
Colombia,Boyacá,Macanal
Colombia,La Guajira,Fonseca
Colombia,Valle del Cauca,Roldanillo
Colombia,Arauca,Saravena
Colombia,La Guajira,La Jagua del Pilar
Colombia,Atlántico,Campo de la Cruz
Colombia,Córdoba,Chinú
Colombia,Bolívar,El Carmen de Bolívar
Colombia,Cauca,Inzá
Colombia,Córdoba,Purísima
Colombia,Chocó,Bojayá
Colombia,Cundinamarca,Cogua
Colombia,Boyacá,Sutatenza
Colombia,Atlántico,Malambo
Colombia,Antioquia,Guatapé
Colombia,Norte de Santander,Arboledas
Colombia,Quindio,Circasia
Colombia,Guaviare,San José del Guaviare
Colombia,Valle del Cauca,Calima
Colombia,Quindio,Quimbaya
Colombia,Córdoba,San Pelayo
Colombia,Bolívar,Margarita
Colombia,Antioquia,Maceo
Colombia,Santander,Oiba
Colombia,Antioquia,Alejandría
Colombia,Huila,Isnos
Colombia,Putumayo,Puerto Asís
Colombia,Boyacá,Rondón
Colombia,Boyacá,Zetaquirá
Colombia,Antioquia,Caicedo
Colombia,Boyacá,Guayatá
Colombia,Valle del Cauca,Caicedonia
Colombia,Meta,Granada
Colombia,Antioquia,
Colombia,Guainía,Morichal Nuevo
Colombia,Bolívar,Calamar
Colombia,Cauca,Miranda
Colombia,Córdoba,San José de Uré
Colombia,Santander,Valle de San José
Colombia,Guainía,Mapiripana
Colombia,Norte de Santander,Teorama
Colombia,Bolívar,Simití
Colombia,Cundinamarca,Utica
Colombia,Nariño,Túquerres
Colombia,Magdalena,Cerro de San Antonio
Colombia,Quindio,Salento
Colombia,Valle del Cauca,Yotoco
Colombia,Meta,La Macarena
Colombia,Boyacá,Sora
Colombia,Antioquia,Puerto Nare
Colombia,Quindio,Calarcá
Colombia,Sucre,Colosó
Colombia,Valle del Cauca,Vijes
Colombia,Santander,Piedecuesta
Colombia,Chocó,San José del Palmar
Colombia,Antioquia,Envigado
Colombia,Sucre,La Unión de Sucre
Colombia,Cundinamarca,Silvania
Colombia,Caldas,Pensilvania
Colombia,Valle del Cauca,Tuluá
Colombia,Chocó,Tadó
Colombia,Cauca,Corinto
Colombia,Meta,Castilla la Nueva
Colombia,Nariño,Olaya Herrera
Colombia,Boyacá,Chitaraque
Colombia,Nariño,Mosquera
Colombia,Boyacá,Cerinza
Colombia,Caquetá,Albania
Colombia,Boyacá,Monguí
Colombia,Meta,Puerto Concordia
Colombia,Antioquia,Turbo
Colombia,Nariño,Puerres
Colombia,Magdalena,Tenerife
Colombia,Boyacá,Tuta
Colombia,Boyacá,San Pablo de Borbur
Colombia,Nariño,La Tola
Colombia,Atlántico,Suan
Colombia,Santander,Capitanejo
Colombia,Nariño,San Pedro de Cartago
Colombia,Boyacá,Izá
Colombia,Chocó,Cértegui
Colombia,Vaupés,Carurú
Colombia,Cesar,Astrea
Colombia,Meta,Villavicencio
Colombia,Antioquia,Don Matías
Colombia,Norte de Santander,Herrán
Colombia,Norte de Santander,Santo Domingo de Silos
Colombia,Risaralda,Guática
Colombia,Antioquia,Yalí
Colombia,Tolima,Honda
Colombia,Nariño,Aldana
Colombia,Cundinamarca,Ricaurte
Colombia,Cundinamarca,Villa de San Diego de Ubaté
Colombia,Boyacá,Paya
Colombia,Risaralda,Apía
Colombia,Casanare,Monterrey
Colombia,Valle del Cauca,Candelaria
Colombia,Chocó,El Cantón del San Pablo
Colombia,Antioquia,Támesis
Colombia,Huila,Aipe
Colombia,Bolívar,Arjona
Colombia,Atlántico,Baranoa
Colombia,Boyacá,Ciénaga
Colombia,Caldas,Riosucio
Colombia,Tolima,Melgar
Colombia,Sucre,Ovejas
Colombia,Córdoba,Canalete
Colombia,Sucre,San Marcos
Colombia,Atlántico,Luruaco
Colombia,Arauca,Cravo Norte
Colombia,Boyacá,Paz de Río
Colombia,Cauca,Silvia
Colombia,Cundinamarca,Granada
Colombia,Huila,Colombia
Colombia,Antioquia,Zaragoza
Colombia,Valle del Cauca,Yumbo
Colombia,Córdoba,Puerto Libertador
Colombia,Huila,Gigante
Colombia,La Guajira,Distracción
Colombia,Bolívar,Arenal del Sur
Colombia,Valle del Cauca,Trujillo
Colombia,Boyacá,
Colombia,Valle del Cauca,Alcalá
Colombia,Chocó,Alto Baudó
Colombia,Norte de Santander,Puerto Santander
Colombia,Boyacá,Sativasur
Colombia,Santander,Lebrija
Colombia,Boyacá,Ramiriquí
Colombia,Huila,Acevedo
Colombia,Cundinamarca,La Vega
Colombia,Meta,Vista Hermosa
Colombia,Valle del Cauca,Palmira
Colombia,Putumayo,Villagarzón
Colombia,Tolima,Coello
Colombia,Vichada,Cumaribo
Colombia,Sucre,Los Palmitos
Colombia,Cundinamarca,Venecia
Colombia,Bolívar,María la Baja
Colombia,Chocó,Medio Atrato
Colombia,Santander,Onzaga
Colombia,Archipiélago de San Andrés Providencia y Santa Catalina,Providencia
Colombia,Boyacá,Cubará
Colombia,Nariño,Tangua
Colombia,Boyacá,Garagoa
Colombia,Tolima,Ortega
Colombia,Nariño,Ancuyá
Colombia,Caquetá,Valparaíso
Colombia,Antioquia,Betania
Colombia,Antioquia,Nechí
Colombia,Magdalena,Zona Bananera
Colombia,Boyacá,Floresta
Colombia,Arauca,Arauquita
Colombia,Cundinamarca,San Cayetano
Colombia,Magdalena,Fundación
Colombia,Guainía,Cacahual
Colombia,Tolima,Armero
Colombia,Norte de Santander,Convención
Colombia,Antioquia,La Ceja
Colombia,Boyacá,Chiquinquirá
Colombia,Risaralda,La Virginia
Colombia,Boyacá,Puerto Boyacá
Colombia,Nariño,Nariño
Colombia,Tolima,
Colombia,Huila,Iquira
Colombia,Valle del Cauca,Florida
Colombia,Atlántico,Ponedera
Colombia,Boyacá,Motavita
Colombia,Boyacá,Nobsa
Colombia,Tolima,Planadas
Colombia,La Guajira,Dibulla
Colombia,Sucre,Buenavista
Colombia,Boyacá,Chinavita
Colombia,Boyacá,Sutamarchán
Colombia,Antioquia,Pueblorrico
Colombia,Antioquia,Chigorodó
Colombia,Caquetá,Milán
Colombia,Cundinamarca,Arbeláez
Colombia,Tolima,Lérida
Colombia,Antioquia,Puerto Triunfo
Colombia,Boyacá,Firavitoba
Colombia,Boyacá,San Miguel de Sema
Colombia,Bolívar,Arroyo Hondo
Colombia,Cundinamarca,Cajicá
Colombia,Sucre,Guarandá
Colombia,Meta,Puerto Gaitán
Colombia,Valle del Cauca,Bolívar
Colombia,Antioquia,Briceño
Colombia,Santander,Gámbita
Colombia,Huila,Altamira
Colombia,Tolima,Alpujarra
Colombia,Norte de Santander,San Cayetano
Colombia,Cundinamarca,Villapinzón
Colombia,Risaralda,Balboa
Colombia,Norte de Santander,Labateca
Colombia,Chocó,Condoto
Colombia,Boyacá,La Uvita
Colombia,Santander,Guapotá
Colombia,Tolima,Palocabildo
Colombia,Cundinamarca,Guatavita
Colombia,Tolima,Cajamarca
Colombia,Boyacá,Villa de Leyva
Colombia,Antioquia,Retiro
Colombia,Cundinamarca,Guasca
Colombia,Caldas,Palestina
Colombia,Antioquia,Valparaíso
Colombia,Santander,Ocamonte
Colombia,Risaralda,
Colombia,Cauca,Florencia
Colombia,Boyacá,Otanche
Colombia,Huila,Garzón
Colombia,Nariño,Ricaurte
Colombia,Tolima,Rovira
Colombia,Cundinamarca,Machetá
Colombia,Cauca,Morales
Colombia,Cauca,Puerto Tejada
Colombia,Valle del Cauca,La Unión de Sucre
Colombia,Cundinamarca,La Peña
Colombia,Santander,Palmar
Colombia,Chocó,Quibdó
Colombia,Norte de Santander,Ocaña
Colombia,Cundinamarca,Fusagasugá
Colombia,Antioquia,San Francisco
Colombia,Amazonas,Puerto Santander
Colombia,Cundinamarca,La Calera
Colombia,Meta,Fuente de Oro
Colombia,Meta,San Juan de Arama
Colombia,Chocó,Medio San Juan
Colombia,Cundinamarca,Quetame
Colombia,Cauca,Almaguer
Colombia,Cundinamarca,Mosquera
Colombia,Tolima,Saldaña
Colombia,Tolima,Flandes
Colombia,Cundinamarca,Zipacón
Colombia,Cauca,Santander de Quilichao
Colombia,Santander,Barbosa
Colombia,Chocó,El Carmen del Darién
Colombia,Tolima,San Antonio
Colombia,Santander,Cimitarra
Colombia,Bolívar,Mahates
Colombia,Norte de Santander,La Playa de Belén
Colombia,Sucre,Chalán
Colombia,Chocó,Atrato
Colombia,Santander,Puerto Parra
Colombia,Chocó,El Litoral del San Juan
Colombia,Santander,Sucre
Colombia,Cundinamarca,La Palma
Colombia,Antioquia,San Jerónimo
Colombia,Santander,La Belleza
Colombia,Cundinamarca,Supatá
Colombia,Cauca,Rosas
Colombia,Antioquia,Sonsón
Colombia,Amazonas,Puerto Alegria
Colombia,Santander,San Benito
Colombia,Antioquia,Salgar
Colombia,Boyacá,Maripí
Colombia,Santander,Suratá
Colombia,Tolima,Murillo
Colombia,Sucre,Caimito
Colombia,Caldas,Neira
Colombia,Boyacá,Pesca
Colombia,Meta,La Uribe
Colombia,Tolima,Santa Isabel
Colombia,Caquetá,Cartagena del Chairá
Colombia,Valle del Cauca,Ansermanuevo
Colombia,Meta,El Dorado
Colombia,Cauca,Patía
Colombia,Antioquia,Santa Fe de Antioquia
Colombia,Boyacá,Samacá
Colombia,Santander,Charalá
Colombia,Cundinamarca,Pulí
Colombia,Archipiélago de San Andrés Providencia y Santa Catalina,San Andrés
Colombia,Valle del Cauca,Guacarí
Colombia,Antioquia,Caracolí
Colombia,Norte de Santander,
Colombia,Caldas,San José
Colombia,Santander,San José de Miranda
Colombia,Cesar,Manaure
Colombia,Caquetá,Florencia
Colombia,Tolima,Venadillo
Colombia,Boyacá,Guacamayas
Colombia,Sucre,Sucre
Colombia,La Guajira,Uribia
Colombia,Boyacá,Umbita
Colombia,Atlántico,Polonuevo
Colombia,Sucre,Tolú
Colombia,Santander,California
Colombia,Cauca,Suárez
Colombia,Atlántico,Soledad
Colombia,Nariño,Ospina
Colombia,Antioquia,Uramita
Colombia,Valle del Cauca,Ulloa
Colombia,Santander,Vetas
Colombia,Atlántico,Barranquilla
Colombia,Magdalena,Aracataca
Colombia,Cundinamarca,Nilo
Colombia,Norte de Santander,Santiago
Colombia,Tolima,Ambalema
Colombia,Antioquia,Granada
Colombia,Cundinamarca,Vianí
Colombia,Caquetá,Curillo
Colombia,Arauca,Fortul
Colombia,Cundinamarca,Sesquilé
Colombia,Huila,Campoalegre
Colombia,Antioquia,Buriticá
Colombia,Meta,Mapiripán
Colombia,Santander,Málaga
Colombia,Cundinamarca,Fúquene
Colombia,Risaralda,Santa Rosa de Cabal
Colombia,Norte de Santander,Mutiscua
Colombia,Cundinamarca,Manta
Colombia,Antioquia,San Andrés de Cuerquia
Colombia,Cundinamarca,Sutatausa
Colombia,Bolívar,Villanueva
Colombia,Bolívar,Zambrano
Colombia,Sucre,San Benito Abad
Colombia,Santander,Enciso
Colombia,Tolima,Natagaima
Colombia,Chocó,Sipí
Colombia,Guainía,Puerto Inírida
Colombia,Nariño,El Rosario
Colombia,Santander,Barrancabermeja
Colombia,Cauca,Caldonó
Colombia,Boyacá,Toguí
Colombia,Nariño,Ipiales
Colombia,Cauca,Piamonte
Colombia,Sucre,Coveñas
Colombia,Magdalena,San Zenón
Colombia,Nariño,Iles
Colombia,Santander,Cerrito
Colombia,Magdalena,Santa Ana
Colombia,Putumayo,SAN MIGUEL (LA DORADA)
Colombia,Cundinamarca,Choachí
Colombia,Antioquia,Carepa
Colombia,Tolima,Fresno
Colombia,Bogotá,Bogotá
Colombia,Antioquia,Pequé
Colombia,Quindio,Buenavista
Colombia,Cundinamarca,San Juan de Río Seco
Colombia,Quindio,Pijao
Colombia,Antioquia,Heliconia
Colombia,Cundinamarca,Fosca
Colombia,Cundinamarca,Tabio
Colombia,Boyacá,Aquitania
Colombia,Chocó,El Carmen de Atrato
Colombia,Bolívar,Clemencia
Colombia,Santander,Landázuri
Colombia,Chocó,Unión Panamericana
Colombia,Arauca,Arauca
Colombia,Guaviare,
Colombia,Santander,San Vicente de Chucurí
Colombia,Nariño,Consacá
Colombia,Sucre,Majagual
Colombia,Bolívar,Morales
Colombia,Valle del Cauca,El Cerrito
Colombia,Boyacá,Coper
Colombia,Cauca,Puracé
Colombia,Santander,Páramo
Colombia,Quindio,
Colombia,Antioquia,Copacabana
Colombia,Cauca,Sucre
Colombia,Norte de Santander,La Esperanza
Colombia,Antioquia,Urrao
Colombia,Bolívar,Santa Catalina
Colombia,Córdoba,
Colombia,Meta,Cabuyaro
Colombia,Boyacá,Paipa
Colombia,Cundinamarca,Yacopí
Colombia,Tolima,Espinal
Colombia,Huila,Yaguará
Colombia,Cesar,Pailitas
Colombia,Cundinamarca,Vergara
Colombia,Cundinamarca,Nimaima
Colombia,Cesar,Agustín Codazzi
Colombia,Sucre,Sampués
Colombia,Tolima,Chaparral
Colombia,Risaralda,La Celia
Colombia,Bolívar,Norosí
Colombia,Valle del Cauca,Guadalajara de Buga
Colombia,Nariño,Colón
Colombia,Córdoba,Tierralta
Colombia,Vaupés,Pacoa
Colombia,Risaralda,Santuario
Colombia,Cundinamarca,Cachipay
Colombia,Vaupés,Mitú
Colombia,Nariño,Guachucal
Colombia,Chocó,
Colombia,Antioquia,Abejorral
Colombia,Norte de Santander,Chinácota
Colombia,Caquetá,La Montañita
Colombia,Cundinamarca,Gama
Colombia,Santander,Villanueva
Colombia,Tolima,San Luís
Colombia,Caquetá,San José del Fragua
Colombia,Santander,Zapatoca
Colombia,Cundinamarca,Bojacá
Colombia,Santander,Güepsa
Colombia,Amazonas,Mirití-Paraná
Colombia,Risaralda,Dosquebradas
Colombia,Cundinamarca,Apulo
Colombia,Antioquia,Concepción
Colombia,Bolívar,Turbaco
Colombia,Chocó,Riosucio
Colombia,Bolívar,San Martín de Loba
Colombia,Huila,Villavieja
Colombia,Bolívar,Talaigua Nuevo
Colombia,Antioquia,Giraldo
Colombia,Boyacá,Briceño
Colombia,Tolima,Villahermosa
Colombia,Bolívar,Regidor
Colombia,Meta,Mesetas
Colombia,Huila,Tello
Colombia,Cundinamarca,Tenjo
Colombia,Valle del Cauca,Santiago de Cali
Colombia,Atlántico,Piojó
Colombia,Santander,
Colombia,Huila,Santa María
Colombia,Norte de Santander,Bochalema
Colombia,Santander,Floridablanca
Colombia,Valle del Cauca,Buenaventura
Colombia,Cundinamarca,Gachancipá
Colombia,Norte de Santander,Cucutilla
Colombia,Antioquia,Hispania
Colombia,Huila,Tarquí
Colombia,,
Colombia,Cundinamarca,Junín
Colombia,Quindio,La Tebaida
Colombia,Boyacá,Tibasosa
Colombia,Meta,San Juanito
Colombia,Santander,Puente Nacional
Colombia,Valle del Cauca,Argelia
Colombia,Bolívar,Santa Rosa del Sur
Colombia,Santander,Chimá
Colombia,Boyacá,Socha
Colombia,Cundinamarca,Nocaima
Colombia,Cundinamarca,Bituima
Colombia,Tolima,Falán
Colombia,Boyacá,Soatá
Colombia,Cundinamarca,Zipaquirá
Colombia,Sucre,Galeras
Colombia,Quindio,Armenia
Colombia,Tolima,Suárez
Colombia,Cundinamarca,Puerto Salgar
Colombia,Atlántico,Candelaria
Colombia,Valle del Cauca,El Dovio
Colombia,Norte de Santander,Ragonvalia
Colombia,Caldas,Chinchiná
Colombia,Chocó,Unguía
Colombia,Cundinamarca,Suesca
Colombia,Atlántico,Usiacurí
Colombia,Cundinamarca,Topaipí
Colombia,Córdoba,Santa Cruz de Lorica
Colombia,Bolívar,Cicuco
Colombia,Cauca,El Tambo
Colombia,Caldas,Manizales
Colombia,Tolima,Ibagué
Colombia,Amazonas,Puerto Nariño
Colombia,Santander,Concepción
Colombia,Antioquia,Yolombó
Colombia,Santander,Girón
Colombia,Boyacá,Almeida
Colombia,Quindio,Montenegro
Colombia,Boyacá,Guateque
Colombia,Tolima,Valle de San Juan
Colombia,Cundinamarca,Lenguazaque
Colombia,Nariño,Yacuanquer
Colombia,Atlántico,Sabanagrande
Colombia,Nariño,Cumbitara
Colombia,Huila,Oporapa
Colombia,Boyacá,Cuítiva
Colombia,Córdoba,Cereté
Colombia,Antioquia,Vigía del Fuerte
Colombia,Bolívar,San Estanislao de Kostka
Colombia,Cundinamarca,Girardot
Colombia,Magdalena,
Colombia,Boyacá,Tenza
Colombia,Córdoba,Montelíbano
Colombia,Boyacá,Panqueba
Colombia,Meta,Barranca de Upía
Colombia,Cauca,Timbío
Colombia,Valle del Cauca,Obando
Colombia,Boyacá,Santa María
Colombia,Antioquia,Necoclí
Colombia,Meta,El Calvario
Colombia,Nariño,La Florida
Colombia,Nariño,San Bernardo
Colombia,Norte de Santander,Abrego
Colombia,Boyacá,Tasco
Colombia,Caldas,Aranzazú
Colombia,Antioquia,Tarazá
Colombia,Guainía,San Felipe
Colombia,Meta,Guamal
Colombia,Cundinamarca,Tibirita
Colombia,Huila,Timaná
Colombia,Risaralda,Pereira
Colombia,Valle del Cauca,San Pedro
Colombia,Nariño,Pupiales
Colombia,Antioquia,Santo Domingo
Colombia,Boyacá,Berbeo
Colombia,Bolívar,Córdoba
Colombia,Boyacá,Nuevo Colón
Colombia,Guainía,Pana Pana
Colombia,Antioquia,La Pintada
Colombia,Atlántico,Sabanalarga
Colombia,Boyacá,Labranzagrande
Colombia,Antioquia,Cisneros
Colombia,Cesar,Gamarra
Colombia,Sucre,Corozal
Colombia,Córdoba,Ciénaga de Oro
Colombia,Magdalena,Ciénaga
Colombia,Boyacá,Tota
Colombia,Boyacá,San Mateo
Colombia,Santander,Carcasí
Colombia,Chocó,Bahía Solano
Colombia,Nariño,La Llanada
Colombia,Antioquia,Mutatá
Colombia,Chocó,Belen de Bajira
Colombia,Cauca,Padilla
Colombia,Bolívar,Achí
Colombia,Antioquia,Montebello
Colombia,Boyacá,San Luis de Gaceno
Colombia,Sucre,
Colombia,Norte de Santander,Gramalote
Colombia,Antioquia,San Rafael
Colombia,Putumayo,Puerto Leguízamo
Colombia,Boyacá,Muzo
Colombia,Sucre,Sincelejo
Colombia,Antioquia,Frontino
Colombia,Boyacá,Quípama
Colombia,Caldas,Marquetalia
Colombia,Cundinamarca,Tocancipá
Colombia,Casanare,La Salina
Colombia,Valle del Cauca,Jamundí
Colombia,Chocó,Istmina
Colombia,Antioquia,La Estrella
Colombia,Putumayo,
Colombia,Boyacá,Chiscas
Colombia,Amazonas,La Chorrera
Colombia,Amazonas,Leticia
Colombia,Tolima,Guamo
Colombia,Caquetá,Puerto Rico
Colombia,Cauca,Páez
Colombia,Amazonas,
Colombia,Boyacá,Tunungua
Colombia,Meta,El Castillo
Colombia,Atlántico,Santa Lucía
Colombia,Boyacá,Jenesano
Colombia,Boyacá,Sotaquirá
Colombia,Atlántico,Galapa
Colombia,Boyacá,La Capilla
Colombia,Meta,Lejanías
Colombia,Atlántico,Palmar de Varela
Colombia,Antioquia,Bello
Colombia,Nariño,Santa Cruz
Colombia,Antioquia,Segovia
Colombia,Santander,Coromoro
Colombia,Boyacá,Guicán
Colombia,Córdoba,San Antero
Colombia,Huila,Agrado
Colombia,Nariño,Cumbal
Colombia,Boyacá,Chíquiza
Colombia,Tolima,Carmen de Apicalá
Colombia,Cundinamarca,Pacho
Colombia,Cauca,Caloto
Colombia,Nariño,Gualmatán
Colombia,Antioquia,Angelópolis
Colombia,Boyacá,Chivor
Colombia,Casanare,Pore
Colombia,Chocó,Medio Baudó
Colombia,Boyacá,Saboyá
Colombia,Santander,Aguada
Colombia,Bolívar,
Colombia,Nariño,Magüí
Colombia,Tolima,Líbano
Colombia,Caquetá,Morelia
Colombia,Risaralda,Marsella
Colombia,Nariño,La Unión de Sucre
Colombia,Bolívar,San Juan Nepomuceno
Colombia,Cundinamarca,Guachetá
Colombia,Vichada,
Comoros,,
Congo,,
"Congo, the Democratic Republic of the",,
Cook Islands,,
Costa Atlantica,,
Costa Rica,,
Cote d'Ivoire,,
Croatia,Karlovacka,
Croatia,Šibensko-kninska,
Croatia,Požeško-slavonska,
Croatia,Grad Zagreb,
Croatia,Koprivnicko-križevacka,
Croatia,Viroviticko-podravska,
Croatia,Varaždinska,
Croatia,Splitsko-dalmatinska,
Croatia,Primorsko-goranska,
